100015000231760000000000000|126004|102|202307|20230804|L|WA|MW08|16A007295|WAKSD1|2374.1|356.12|1747|1747|171|0|0|0|0
100015000231760000000000000|126004|102|202307|20230804|L|WA|MW08|16A007295|WAKSD1|-666.25|-99.94|0|0|-53|0|0|0|0
100015000231760000000000000|126004|102|202307|20230804|L|VA||0|VAZERO|0|0|0|0|0|0|0|0|0
100015000231760000000000000|126004|102|202307|20230804|L|BS|||BSKSD1|201.44|30.22|0|0|0|0|0|0|0
100015000231760000000000000|126004|102|202307|20230804|L|BW|||BWKSD1|59.18|8.88|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230606|1|||||20793.56|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|BS||B435372925||-436.99|-65.54|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|BW||B435372925||-128.37|-18.4|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INBS||B435372925||-199.89|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INBW||B435372925||-65.6|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INWA||B435372925||-184.55|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|WA||B435372925||-1871|-280.66|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230606|1|||||20793.56|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|BS||B435372925||-436.99|-65.54|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|BW||B435372925||-128.37|-18.4|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INBS||B435372925||-199.89|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INBW||B435372925||-65.6|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|INWA||B435372925||-184.55|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202306|20230628|JB|WA||B435372925||-1871|-280.66|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230628|1|||||17542.56|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|BS||B435458722||-436.99|-65.54|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|BW||B435458722||-128.37|-18.4|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|INBS||B435458722||-199.89|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|INBW||B435458722||-65.6|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|INWA||B435458722||-184.55|0|0|0|0|0|0|0|0
100015000231760000000000000|147642|102|202307|20230804|JB|WA||B435458722||-1871|-280.66|0|0|0|0|0|0|0
100015000231770000000000000|126148|102|202306|20230606|1|||||0|0|0|0|0|0|0|0|0
100015000231770000000000000|126148|102|202306|20230606|1|||||0|0|0|0|0|0|0|0|0
100015000231770000000000000|126148|102|202307|20230628|1|||||0|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230606|1|||||1407.84|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230621|RB|||7502445401||-700|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INBS|||BS|0.92|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INBW|||BW|0.94|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INWA|||WA|0.69|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|WA|MW08|17C006812|WAKSD1|82.48|12.37|0|0|10|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|VA||0|VAZERO|0|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|BS|||BSKSD1|95.66|14.35|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|BW|||BWKSD1|56.2|8.43|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230606|1|||||1407.84|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230621|RB|||7502445401||-700|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INBS|||BS|0.92|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INBW|||BW|0.94|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|INWA|||WA|0.69|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|WA|MW08|17C006812|WAKSD1|82.48|12.37|0|0|10|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|VA||0|VAZERO|0|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|BS|||BSKSD1|95.66|14.35|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202306|20230628|L|BW|||BWKSD1|56.2|8.43|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230628|1|||||979.88|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230724|RB|||7502490901||-300|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|INBS|||BS|0.8|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|INBW|||BW|0.85|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|INWA|||WA|1.23|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|WA|MW08|17C006812|WAKSD1|155.04|23.26|503|503|18|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|WA|MW08|17C006812|WAKSD1|-82.48|-12.37|0|0|-10|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|VA||0|VAZERO|0|0|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|BS|||BSKSD1|100.72|15.11|0|0|0|0|0|0|0
100015000231770000000000000|126213|102|202307|20230804|L|BW|||BWKSD1|59.18|8.88|0|0|0|0|0|0|0
100015000231780000000000000|125260|102|202306|20230606|1|||||0|0|0|0|0|0|0|0|0
100015000231780000000000000|125260|102|202306|20230606|1|||||0|0|0|0|0|0|0|0|0
100015000231780000000000000|125260|102|202307|20230628|1|||||0|0|0|0|0|0|0|0|0
100015000231780000000000000|125735|102|202306|20230606|1|||||14441.83|0|0|0|0|0|0|0|0
100015000231780000000000000|125735|102|202306|20230628|L|INBS|||BS|20.54|0|0|0|0|0|0|0|0
100015000231780000000000000|125735|102|202306|20230628|L|INBW|||BW|6.03|0|0|0|0|0|0|0|0
